OrdNo,equipment_description,Carrier_Name,Created_Date,Route,LTDeliv
VE588762812022,TRAILER_CONTAINER40,PAD,2022-01-11,JAWA TENGAH-JAWA TENGAH,0
VE594616642022,TRAILER_CONTAINER40,PAD,2022-03-17,JAWA TENGAH-JAWA TENGAH,1
VE591974022022,TRAILER_CONTAINER40,RJT,2022-02-16,JAWA TENGAH-YOGYAKARTA,7
VE589135352022,TRAILER_CONTAINER40,PAD,2022-01-14,JAWA TENGAH-YOGYAKARTA,3
VE593875322022,TRAILER_CONTAINER40,RJT,2022-03-09,JAWA TENGAH-YOGYAKARTA,7
VE591483912022,TRAILER_CONTAINER40,PAD,2022-02-10,JAWA TENGAH-YOGYAKARTA,3
VE594349582022,TRAILER_CONTAINER40,BTS,2022-03-15,JAWA TENGAH-YOGYAKARTA,2
VE596393172022,TRAILER_CONTAINER40,RJT,2022-04-06,JAWA TENGAH-YOGYAKARTA,5
VE592450032022,TRAILER_CONTAINER40,PAD,2022-02-22,JAWA TENGAH-JAWA TENGAH,1
VE588518442022,TRAILER_CONTAINER40,RJT,2022-01-07,JAWA TENGAH-JAWA TENGAH,6
VE591195012022,TRAILER_CONTAINER40,PAD,2022-02-08,JAWA TENGAH-JAWA TENGAH,2
VE591195062022,TRAILER_CONTAINER40,PAD,2022-02-08,JAWA TENGAH-JAWA TENGAH,2
VE591195152022,TRAILER_CONTAINER40,PAD,2022-02-08,JAWA TENGAH-JAWA TENGAH,2
VE591195142022,TRAILER_CONTAINER40,PAD,2022-02-08,JAWA TENGAH-JAWA TENGAH,2
VE591195072022,TRAILER_CONTAINER40,PAD,2022-02-08,JAWA TENGAH-JAWA TENGAH,2
VE591195122022,TRAILER_CONTAINER40,PAD,2022-02-08,JAWA TENGAH-JAWA TENGAH,2
VE592223292022,TRAILER_CONTAINER40,PAD,2022-02-18,JAWA TENGAH-JAWA TENGAH,4
VE592223282022,TRAILER_CONTAINER40,PAD,2022-02-18,JAWA TENGAH-JAWA TENGAH,4
VE591465852022,TRAILER_CONTAINER40,MSM,2022-02-10,JAWA TENGAH-JAWA TENGAH,0
VE591465842022,TRAILER_CONTAINER40,MSM,2022-02-10,JAWA TENGAH-JAWA TENGAH,0
VE588518422022,TRAILER_CONTAINER40,RJT,2022-01-07,JAWA TENGAH-JAWA TENGAH,6
VE588518452022,TRAILER_CONTAINER40,RJT,2022-01-07,JAWA TENGAH-JAWA TENGAH,6
VE588533942022,TRAILER_CONTAINER40,PAD,2022-01-07,JAWA TENGAH-JAWA TENGAH,10
VE588562022022,TRAILER_CONTAINER40,PAD,2022-01-07,JAWA TENGAH-JAWA TENGAH,9
VE588562132022,TRAILER_CONTAINER40,PAD,2022-01-07,JAWA TENGAH-JAWA TENGAH,9
VE588533912022,TRAILER_CONTAINER40,PAD,2022-01-07,JAWA TENGAH-JAWA TENGAH,10
VE590718762022,TRAILER_CONTAINER40,PAD,2022-02-02,JAWA TENGAH-JAWA TENGAH,6
VE590848662022,TRAILER_CONTAINER40,PAD,2022-02-03,JAWA TENGAH-JAWA TENGAH,4
VE590718742022,TRAILER_CONTAINER40,PAD,2022-02-02,JAWA TENGAH-JAWA TENGAH,6
VE590718752022,TRAILER_CONTAINER40,PAD,2022-02-02,JAWA TENGAH-JAWA TENGAH,6
VE592721472022,TRAILER_CONTAINER40,PAD,2022-02-24,JAWA TENGAH-JAWA TENGAH,6
VE592721462022,TRAILER_CONTAINER40,PAD,2022-02-24,JAWA TENGAH-JAWA TENGAH,6
VE590848702022,TRAILER_CONTAINER40,PAD,2022-02-03,JAWA TENGAH-JAWA TENGAH,4
VE590848722022,TRAILER_CONTAINER40,PAD,2022-02-03,JAWA TENGAH-JAWA TENGAH,4
VE590848692022,TRAILER_CONTAINER40,PAD,2022-02-03,JAWA TENGAH-JAWA TENGAH,4
VE590848672022,TRAILER_CONTAINER40,PAD,2022-02-03,JAWA TENGAH-JAWA TENGAH,4
VE588521132022,TRAILER_CONTAINER40,PAD,2022-01-07,JAWA TENGAH-JAWA TENGAH,5
VE592098542022,TRAILER_CONTAINER40,RJT,2022-02-17,JAWA TENGAH-JAWA TENGAH,6
VE592721592022,TRAILER_CONTAINER40,PKA,2022-02-24,JAWA TENGAH-JAWA TENGAH,1
VE592721582022,TRAILER_CONTAINER40,PKA,2022-02-24,JAWA TENGAH-JAWA TENGAH,1
VE592599442022,TRAILER_CONTAINER40,RJT,2022-02-23,JAWA TENGAH-JAWA TENGAH,6
VE592599452022,TRAILER_CONTAINER40,PAD,2022-02-23,JAWA TENGAH-JAWA TENGAH,6
VE590974852022,TRAILER_CONTAINER40,RJT,2022-02-04,JAWA TENGAH-JAWA TENGAH,6
VE591830282022,TRAILER_CONTAINER40,PAD,2022-02-15,JAWA TENGAH-JAWA TENGAH,6
VE597166472022,TRAILER_CONTAINER40,RJT,2022-04-14,JAWA TENGAH-JAWA TENGAH,7
VE596858092022,TRAILER_CONTAINER40,PAD,2022-04-12,JAWA TENGAH-JAWA TENGAH,2
VE598250032022,TRAILER_CONTAINER40,RJT,2022-04-28,JAWA TENGAH-JAWA TENGAH,12
VE599379232022,TRAILER_CONTAINER40,PAD,2022-05-11,JAWA TENGAH-JAWA TENGAH,2
VE588911242022,TRAILER_CONTAINER40,PAD,2022-01-12,JAWA TENGAH-JAWA TENGAH,9
VE589347572022,TRAILER_CONTAINER40,RJT,2022-01-18,JAWA TENGAH-JAWA TENGAH,7
VE594340212022,TRAILER_CONTAINER40,RJT,2022-03-15,JAWA TENGAH-JAWA TENGAH,2
VE591483892022,TRAILER_CONTAINER40,PAD,2022-02-10,JAWA TENGAH-JAWA TENGAH,4
VE593073692022,TRAILER_CONTAINER40,RJT,2022-03-01,JAWA TENGAH-JAWA TENGAH,7
VE593719042022,TRAILER_CONTAINER40,PAD,2022-03-08,JAWA TENGAH-JAWA TENGAH,7
VE595474252022,TRAILER_CONTAINER40,RJT,2022-03-28,JAWA TENGAH-JAWA TENGAH,2
VE599627652022,TRAILER_CONTAINER40,PAD,2022-05-13,JAWA TENGAH-JAWA TENGAH,4
VE590344272022,TRAILER_CONTAINER40,PAD,2022-01-28,JAWA TENGAH-JAWA TENGAH,0
VE596393152022,TRAILER_CONTAINER40,RJT,2022-04-06,JAWA TENGAH-JAWA TENGAH,5
VE598192182022,TRONTON_WB,PST,2022-04-27,JAWA TIMUR-JAWA TENGAH,0
VE597779792022,TRONTON_WB,BII,2022-04-22,JAWA TIMUR-JAWA BARAT,0
VE596505992022,TRONTON_WB,BII,2022-04-07,JAWA TIMUR-JAWA BARAT,15
VE595236012022,TRONTON_WB,BII,2022-03-24,JAWA TIMUR-JAWA BARAT,11
VE594996892022,TRONTON_WB,BII,2022-03-22,JAWA TIMUR-JAWA BARAT,12
VE598256562022,TRONTON_WB,BII,2022-04-28,JAWA TIMUR-JAWA BARAT,0
VE598256682022,TRONTON_WB,BII,2022-04-28,JAWA TIMUR-JAWA BARAT,0
VE596743212022,TRONTON_WB,BII,2022-04-11,JAWA TIMUR-JAWA BARAT,15
VE597332272022,TRONTON_WB,BII,2022-04-18,JAWA TIMUR-JAWA BARAT,8
VE597537032022,TRONTON_WB,BII,2022-04-20,JAWA TIMUR-JAWA BARAT,7
VE595764342022,TRONTON_WB,BII,2022-03-30,JAWA TIMUR-JAWA BARAT,12
VE595764332022,TRONTON_WB,BII,2022-03-30,JAWA TIMUR-JAWA BARAT,12
VE595235992022,TRONTON_WB,BII,2022-03-24,JAWA TIMUR-JAWA BARAT,18
VE594996952022,TRONTON_WB,BII,2022-03-22,JAWA TIMUR-JAWA BARAT,19
VE595144542022,TRONTON_WB,CTL,2022-03-23,JAWA TIMUR-JAWA BARAT,6
VE595148982022,TRONTON_WB,CTL,2022-03-23,JAWA TIMUR-JAWA BARAT,4
VE595235952022,TRONTON_WB,CTL,2022-03-24,JAWA TIMUR-JAWA BARAT,7
VE595235962022,TRONTON_WB,CTL,2022-03-24,JAWA TIMUR-JAWA BARAT,7
VE595632342022,TRONTON_WB,CTL,2022-03-29,JAWA TIMUR-JAWA BARAT,5
VE595632522022,TRONTON_WB,CTL,2022-03-29,JAWA TIMUR-JAWA BARAT,7
VE593087922022,TRONTON_WB,DTT,2022-03-01,JAWA TIMUR-JAWA TIMUR,0
VE591195022022,TRONTON_WB,PTT,2022-02-08,JAWA TIMUR-JAWA TIMUR,7
VE593247322022,TRONTON_WB,PTT,2022-03-02,JAWA TIMUR-JAWA TIMUR,0
VE593266942022,TRONTON_WB,PTT,2022-03-02,JAWA TIMUR-JAWA TIMUR,0
VE593245602022,TRONTON_WB,PTT,2022-03-02,JAWA TIMUR-JAWA TIMUR,0
VE593085982022,ENGKEL FUSO_BOX,DTT,2022-03-01,JAWA TIMUR-JAWA TIMUR,0
VE591374742022,TRONTON_WB,CTL,2022-02-09,BANTEN-JAWA TIMUR,11
VE593605752022,TRONTON_WB,CTL,2022-03-07,BANTEN-JAWA TIMUR,9
VE588314132022,TRONTON_WB,DTT,2022-01-05,JAWA TIMUR-JAWA TIMUR,1
VE588103192022,TRONTON_WB,DTT,2022-01-03,JAWA TIMUR-JAWA TIMUR,2
VE588314152022,TRONTON_WB,DTT,2022-01-05,JAWA TIMUR-JAWA TIMUR,1
VE589346942022,TRONTON_WB,PTT,2022-01-18,JAWA TIMUR-JAWA TIMUR,5
VE589347252022,TRONTON_WB,DTT,2022-01-18,JAWA TIMUR-JAWA TIMUR,1
VE589616552022,TRONTON_WB,DTT,2022-01-20,JAWA TIMUR-JAWA TIMUR,3
VE589837822022,TRONTON_WB,PTT,2022-01-24,JAWA TIMUR-JAWA TIMUR,2
VE588511042022,TRONTON_WB,DTT,2022-01-07,JAWA TIMUR-JAWA TIMUR,3
VE588314162022,TRONTON_WB,DTT,2022-01-05,JAWA TIMUR-JAWA TIMUR,1
VE589004172022,TRONTON_WB,DTT,2022-01-13,JAWA TIMUR-JAWA TIMUR,5
VE591821562022,TRONTON_WB,DTT,2022-02-15,JAWA TIMUR-JAWA TIMUR,2
VE591821572022,TRONTON_WB,DTT,2022-02-15,JAWA TIMUR-JAWA TIMUR,2
VE590217832022,TRONTON_WB,DTT,2022-01-27,JAWA TIMUR-JAWA TIMUR,1
VE590469282022,TRONTON_WB,DTT,2022-01-31,JAWA TIMUR-JAWA TIMUR,2
VE590108352022,TRONTON_WB,DTT,2022-01-26,JAWA TIMUR-JAWA TIMUR,1
VE589837752022,TRONTON_WB,DTT,2022-01-24,JAWA TIMUR-JAWA TIMUR,1
VE589960892022,TRONTON_WB,DTT,2022-01-25,JAWA TIMUR-JAWA TIMUR,1
VE588627142022,TRONTON_WB,DTT,2022-01-10,JAWA TIMUR-JAWA TIMUR,2
VE588627152022,TRONTON_WB,DTT,2022-01-10,JAWA TIMUR-JAWA TIMUR,2
VE589004142022,TRONTON_WB,DTT,2022-01-13,JAWA TIMUR-JAWA TIMUR,5
VE589346902022,TRONTON_WB,DTT,2022-01-18,JAWA TIMUR-JAWA TIMUR,0
VE589346882022,TRONTON_WB,DTT,2022-01-18,JAWA TIMUR-JAWA TIMUR,0
VE588910872022,TRONTON_WB,DTT,2022-01-12,JAWA TIMUR-JAWA TIMUR,5
VE588910862022,TRONTON_WB,DTT,2022-01-12,JAWA TIMUR-JAWA TIMUR,1
VE588910852022,TRONTON_WB,DTT,2022-01-12,JAWA TIMUR-JAWA TIMUR,1
VE588752672022,TRONTON_WB,DTT,2022-01-11,JAWA TIMUR-JAWA TIMUR,1
VE588752642022,TRONTON_WB,DTT,2022-01-11,JAWA TIMUR-JAWA TIMUR,1
VE588752682022,TRONTON_WB,DTT,2022-01-11,JAWA TIMUR-JAWA TIMUR,1
VE589126602022,TRONTON_WB,DTT,2022-01-14,JAWA TIMUR-JAWA TIMUR,4
VE589126612022,TRONTON_WB,DTT,2022-01-14,JAWA TIMUR-JAWA TIMUR,4
VE589004152022,TRONTON_WB,DTT,2022-01-13,JAWA TIMUR-JAWA TIMUR,5
VE590469292022,TRONTON_WB,DTT,2022-01-31,JAWA TIMUR-JAWA TIMUR,2
VE592449602022,TRONTON_WB,DTT,2022-02-22,JAWA TIMUR-JAWA TIMUR,2
VE592449612022,TRONTON_WB,DTT,2022-02-22,JAWA TIMUR-JAWA TIMUR,2
VE592449592022,TRONTON_WB,DTT,2022-02-22,JAWA TIMUR-JAWA TIMUR,2
VE590746752022,TRONTON_WB,DTT,2022-02-02,JAWA TIMUR-JAWA TIMUR,2
VE590719242022,TRONTON_WB,DTT,2022-02-02,JAWA TIMUR-JAWA TIMUR,2
VE590719252022,TRONTON_WB,DTT,2022-02-02,JAWA TIMUR-JAWA TIMUR,5
VE591084262022,TRONTON_WB,DTT,2022-02-07,JAWA TIMUR-JAWA TIMUR,0
VE590963502022,TRONTON_WB,DTT,2022-02-04,JAWA TIMUR-JAWA TIMUR,3
VE588109272022,TRONTON_WB,DTT,2022-01-03,JAWA TIMUR-JAWA TIMUR,0
VE588103172022,TRONTON_WB,DTT,2022-01-03,JAWA TIMUR-JAWA TIMUR,3
VE588178042022,TRONTON_WB,DTT,2022-01-04,JAWA TIMUR-JAWA TIMUR,1
VE588103182022,TRONTON_WB,DTT,2022-01-03,JAWA TIMUR-JAWA TIMUR,2
VE588910902022,TRONTON_WB,PTT,2022-01-12,JAWA TIMUR-JAWA TIMUR,5
VE588910912022,TRONTON_WB,PTT,2022-01-12,JAWA TIMUR-JAWA TIMUR,6
VE588753252022,TRONTON_WB,DTT,2022-01-11,JAWA TIMUR-JAWA TIMUR,1
VE588753322022,TRONTON_WB,PTT,2022-01-11,JAWA TIMUR-JAWA TIMUR,6
VE589960902022,TRONTON_WB,DTT,2022-01-25,JAWA TIMUR-JAWA TIMUR,2
VE589960912022,TRONTON_WB,DTT,2022-01-25,JAWA TIMUR-JAWA TIMUR,2
VE589837722022,TRONTON_WB,PTT,2022-01-24,JAWA TIMUR-JAWA TIMUR,2
VE589347242022,TRONTON_WB,DTT,2022-01-18,JAWA TIMUR-JAWA TIMUR,2
VE589837782022,TRONTON_WB,DTT,2022-01-24,JAWA TIMUR-JAWA TIMUR,2
VE589837772022,TRONTON_WB,DTT,2022-01-24,JAWA TIMUR-JAWA TIMUR,2
VE589739872022,TRONTON_WB,DTT,2022-01-21,JAWA TIMUR-JAWA TIMUR,3
VE589616542022,TRONTON_WB,DTT,2022-01-20,JAWA TIMUR-JAWA TIMUR,4
VE589616532022,TRONTON_WB,DTT,2022-01-20,JAWA TIMUR-JAWA TIMUR,3
VE589494292022,TRONTON_WB,DTT,2022-01-19,JAWA TIMUR-JAWA TIMUR,1
VE588523732022,TRONTON_WB,DTT,2022-01-07,JAWA TIMUR-JAWA TIMUR,3
VE588523752022,TRONTON_WB,DTT,2022-01-07,JAWA TIMUR-JAWA TIMUR,3
VE588511072022,TRONTON_WB,DTT,2022-01-07,JAWA TIMUR-JAWA TIMUR,3
VE588511082022,TRONTON_WB,DTT,2022-01-07,JAWA TIMUR-JAWA TIMUR,3
VE588511062022,TRONTON_WB,DTT,2022-01-07,JAWA TIMUR-JAWA TIMUR,3
VE588425352022,TRONTON_WB,DTT,2022-01-06,JAWA TIMUR-JAWA TIMUR,4
VE588627132022,TRONTON_WB,DTT,2022-01-10,JAWA TIMUR-JAWA TIMUR,2
VE589347182022,TRONTON_WB,DTT,2022-01-18,JAWA TIMUR-JAWA TIMUR,2
VE589347172022,TRONTON_WB,DTT,2022-01-18,JAWA TIMUR-JAWA TIMUR,1
VE589346992022,TRONTON_WB,DTT,2022-01-18,JAWA TIMUR-JAWA TIMUR,1
VE589346982022,TRONTON_WB,DTT,2022-01-18,JAWA TIMUR-JAWA TIMUR,0
VE589126652022,TRONTON_WB,PTT,2022-01-14,JAWA TIMUR-JAWA TIMUR,12
VE589126642022,TRONTON_WB,PTT,2022-01-14,JAWA TIMUR-JAWA TIMUR,9
VE589004192022,TRONTON_WB,PTT,2022-01-13,JAWA TIMUR-JAWA TIMUR,5
VE590344182022,TRONTON_WB,PTT,2022-01-28,JAWA TIMUR-JAWA TIMUR,5
VE590464812022,TRONTON_WB,PTT,2022-01-31,JAWA TIMUR-JAWA TIMUR,4
VE590108412022,TRONTON_WB,PTT,2022-01-26,JAWA TIMUR-JAWA TIMUR,7
VE590464822022,TRONTON_WB,DTT,2022-01-31,JAWA TIMUR-JAWA TIMUR,2
VE590464832022,TRONTON_WB,DTT,2022-01-31,JAWA TIMUR-JAWA TIMUR,2
VE590217852022,TRONTON_WB,DTT,2022-01-27,JAWA TIMUR-JAWA TIMUR,6
VE590719272022,TRONTON_WB,PTT,2022-02-02,JAWA TIMUR-JAWA TIMUR,5
VE590719262022,TRONTON_WB,PTT,2022-02-02,JAWA TIMUR-JAWA TIMUR,2
VE590963532022,TRONTON_WB,PTT,2022-02-04,JAWA TIMUR-JAWA TIMUR,6
VE591084352022,TRONTON_WB,PTT,2022-02-07,JAWA TIMUR-JAWA TIMUR,4
VE591194812022,TRONTON_WB,DTT,2022-02-08,JAWA TIMUR-JAWA TIMUR,2
VE590963482022,TRONTON_WB,DTT,2022-02-04,JAWA TIMUR-JAWA TIMUR,3
VE591084302022,TRONTON_WB,PTT,2022-02-07,JAWA TIMUR-JAWA TIMUR,3
VE588178012022,TRONTON_WB,PTT,2022-01-04,JAWA TIMUR-JAWA TIMUR,6
VE588178002022,TRONTON_WB,PTT,2022-01-04,JAWA TIMUR-JAWA TIMUR,1
VE588177992022,TRONTON_WB,PTT,2022-01-04,JAWA TIMUR-JAWA TIMUR,1
VE588177982022,TRONTON_WB,PTT,2022-01-04,JAWA TIMUR-JAWA TIMUR,1
VE588627762022,TRONTON_WB,PTT,2022-01-10,JAWA TIMUR-JAWA TIMUR,8
VE588627752022,TRONTON_WB,PTT,2022-01-10,JAWA TIMUR-JAWA TIMUR,8
VE588627172022,TRONTON_WB,PTT,2022-01-10,JAWA TIMUR-JAWA TIMUR,8
VE588753312022,TRONTON_WB,PTT,2022-01-11,JAWA TIMUR-JAWA TIMUR,6
VE588753202022,TRONTON_WB,DTT,2022-01-11,JAWA TIMUR-JAWA TIMUR,1
VE588753222022,TRONTON_WB,DTT,2022-01-11,JAWA TIMUR-JAWA TIMUR,1
VE588753302022,TRONTON_WB,PTT,2022-01-11,JAWA TIMUR-JAWA TIMUR,6
VE588910892022,TRONTON_WB,PTT,2022-01-12,JAWA TIMUR-JAWA TIMUR,5
VE589837792022,TRONTON_WB,PTT,2022-01-24,JAWA TIMUR-JAWA TIMUR,2
VE590108392022,TRONTON_WB,PTT,2022-01-26,JAWA TIMUR-JAWA TIMUR,5
VE589346972022,TRONTON_WB,DTT,2022-01-18,JAWA TIMUR-JAWA TIMUR,0
VE590108402022,TRONTON_WB,PTT,2022-01-26,JAWA TIMUR-JAWA TIMUR,5
VE589346952022,TRONTON_WB,PTT,2022-01-18,JAWA TIMUR-JAWA TIMUR,5
VE589616562022,TRONTON_WB,DTT,2022-01-20,JAWA TIMUR-JAWA TIMUR,3
VE589494312022,TRONTON_WB,PTT,2022-01-19,JAWA TIMUR-JAWA TIMUR,4
VE589347272022,TRONTON_WB,PTT,2022-01-18,JAWA TIMUR-JAWA TIMUR,5
VE589347262022,TRONTON_WB,PTT,2022-01-18,JAWA TIMUR-JAWA TIMUR,5
VE588627162022,TRONTON_WB,DTT,2022-01-10,JAWA TIMUR-JAWA TIMUR,0
VE588511032022,TRONTON_WB,DTT,2022-01-07,JAWA TIMUR-JAWA TIMUR,3
VE588511022022,TRONTON_WB,DTT,2022-01-07,JAWA TIMUR-JAWA TIMUR,3
VE590963512022,TRONTON_WB,PTT,2022-02-04,JAWA TIMUR-JAWA TIMUR,3
VE590963522022,TRONTON_WB,PTT,2022-02-04,JAWA TIMUR-JAWA TIMUR,3
VE590834942022,TRONTON_WB,PTT,2022-02-03,JAWA TIMUR-JAWA TIMUR,4
VE589126632022,TRONTON_WB,PTT,2022-01-14,JAWA TIMUR-JAWA TIMUR,4
VE589004182022,TRONTON_WB,PTT,2022-01-13,JAWA TIMUR-JAWA TIMUR,5
VE590217812022,TRONTON_WB,PTT,2022-01-27,JAWA TIMUR-JAWA TIMUR,6
VE590344172022,TRONTON_WB,DTT,2022-01-28,JAWA TIMUR-JAWA TIMUR,5
VE590217822022,TRONTON_WB,PTT,2022-01-27,JAWA TIMUR-JAWA TIMUR,6
VE589616572022,TRONTON_WB,PTT,2022-01-20,JAWA TIMUR-JAWA TIMUR,6
VE589739892022,TRONTON_WB,PTT,2022-01-21,JAWA TIMUR-JAWA TIMUR,5
VE589739902022,TRONTON_WB,PTT,2022-01-21,JAWA TIMUR-JAWA TIMUR,5
VE589837802022,TRONTON_WB,PTT,2022-01-24,JAWA TIMUR-JAWA TIMUR,2
VE590834932022,TRONTON_WB,PTT,2022-02-03,JAWA TIMUR-JAWA TIMUR,4
VE590464762022,TRONTON_WB,CTL,2022-01-31,JAWA TIMUR-JAWA BARAT,7
VE589837732022,TRONTON_WB,CTL,2022-01-24,JAWA TIMUR-JAWA BARAT,9
VE589346912022,TRONTON_WB,CTL,2022-01-18,JAWA TIMUR-JAWA BARAT,8
VE588103382022,TRONTON_WB,BII,2022-01-03,JAWA TIMUR-JAWA BARAT,16
VE588627772022,TRONTON_WB,BII,2022-01-10,JAWA TIMUR-JAWA BARAT,14
VE588627182022,TRONTON_WB,PTT,2022-01-10,JAWA TIMUR-BALI,8
VE588103362022,TRONTON_WB,PTT,2022-01-03,JAWA TIMUR-BALI,7
VE589004132022,TRONTON_WB,PTT,2022-01-13,JAWA TIMUR-BALI,10
VE589346962022,TRONTON_WB,PTT,2022-01-18,JAWA TIMUR-BALI,8
VE591711392022,TRONTON_WB,PTT,2022-02-14,JAWA TIMUR-BALI,8
VE591480242022,TRONTON_WB,PTT,2022-02-10,JAWA TIMUR-BALI,5
VE591084332022,TRONTON_WB,PTT,2022-02-07,JAWA TIMUR-BALI,4
VE590719312022,TRONTON_WB,PTT,2022-02-02,JAWA TIMUR-BALI,5
VE588627122022,TRONTON_WB,DTT,2022-01-10,JAWA TIMUR-JAWA TENGAH,3
VE588425322022,TRONTON_WB,DTT,2022-01-06,JAWA TIMUR-JAWA TENGAH,4
VE590231812022,TRONTON_WB,PTT,2022-01-27,JAWA TIMUR-JAWA TENGAH,6
VE589739882022,TRONTON_WB,DTT,2022-01-21,JAWA TIMUR-JAWA TENGAH,3
VE589360442022,TRONTON_WB,DTT,2022-01-18,JAWA TIMUR-JAWA TENGAH,0
VE588352382022,TRONTON_WB,PTT,2022-01-05,JAWA TIMUR-JAWA TENGAH,0
VE588103342022,TRONTON_WB,DTT,2022-01-03,JAWA TIMUR-JAWA TENGAH,3
VE588178022022,TRONTON_WB,DTT,2022-01-04,JAWA TIMUR-JAWA TENGAH,3
VE588103322022,TRONTON_WB,DTT,2022-01-03,JAWA TIMUR-JAWA TENGAH,3
VE588109252022,TRONTON_WB,DTT,2022-01-03,JAWA TIMUR-JAWA TENGAH,0
VE588314142022,TRONTON_WB,DTT,2022-01-05,JAWA TIMUR-JAWA TENGAH,5
VE588910882022,TRONTON_WB,DTT,2022-01-12,JAWA TIMUR-JAWA TENGAH,5
VE589126622022,TRONTON_WB,DTT,2022-01-14,JAWA TIMUR-JAWA TENGAH,4
VE589004162022,TRONTON_WB,DTT,2022-01-13,JAWA TIMUR-JAWA TENGAH,5
VE590464732022,TRONTON_WB,DTT,2022-01-31,JAWA TIMUR-JAWA TENGAH,2
VE590217862022,TRONTON_WB,DTT,2022-01-27,JAWA TIMUR-JAWA TENGAH,6
VE590108362022,TRONTON_WB,DTT,2022-01-26,JAWA TIMUR-JAWA TENGAH,7
VE590464792022,TRONTON_WB,PTT,2022-01-31,JAWA TIMUR-JAWA TENGAH,4
VE591084342022,TRONTON_WB,PTT,2022-02-07,JAWA TIMUR-JAWA TENGAH,4
VE591084312022,TRONTON_WB,PTT,2022-02-07,JAWA TIMUR-JAWA TENGAH,3
VE590963492022,TRONTON_WB,DTT,2022-02-04,JAWA TIMUR-JAWA TENGAH,3
VE590746862022,TRONTON_WB,DTT,2022-02-02,JAWA TIMUR-JAWA TENGAH,5
VE590719212022,TRONTON_WB,DTT,2022-02-02,JAWA TIMUR-JAWA TENGAH,5
VE588314112022,TRONTON_WB,PTT,2022-01-05,JAWA TIMUR-JAWA TIMUR,5
VE588314122022,TRONTON_WB,PTT,2022-01-05,JAWA TIMUR-JAWA TIMUR,5
VE589347002022,TRONTON_WB,DTT,2022-01-18,JAWA TIMUR-JAWA TIMUR,0
VE590217842022,TRONTON_WB,DTT,2022-01-27,JAWA TIMUR-JAWA TIMUR,1
VE590108382022,TRONTON_WB,PTT,2022-01-26,JAWA TIMUR-JAWA TIMUR,5
VE589960922022,TRONTON_WB,PTT,2022-01-25,JAWA TIMUR-JAWA TIMUR,6
VE589960932022,TRONTON_WB,PTT,2022-01-25,JAWA TIMUR-JAWA TIMUR,6
VE589347012022,TRONTON_WB,DTT,2022-01-18,JAWA TIMUR-JAWA TIMUR,0
VE589347282022,TRONTON_WB,PTT,2022-01-18,JAWA TIMUR-JAWA TIMUR,5
VE589837762022,TRONTON_WB,DTT,2022-01-24,JAWA TIMUR-JAWA TIMUR,1
VE589494302022,TRONTON_WB,DTT,2022-01-19,JAWA TIMUR-JAWA TIMUR,1
VE588511052022,TRONTON_WB,DTT,2022-01-07,JAWA TIMUR-JAWA TIMUR,3
VE588425382022,TRONTON_WB,DTT,2022-01-06,JAWA TIMUR-JAWA TIMUR,1
VE588425362022,TRONTON_WB,DTT,2022-01-06,JAWA TIMUR-JAWA TIMUR,1
VE588178032022,TRONTON_WB,DTT,2022-01-04,JAWA TIMUR-JAWA TIMUR,1
VE588109282022,TRONTON_WB,DTT,2022-01-03,JAWA TIMUR-JAWA TIMUR,0
VE590108372022,TRONTON_WB,PTT,2022-01-26,JAWA TIMUR-JAWA TIMUR,7
VE589347292022,TRONTON_WB,PTT,2022-01-18,JAWA TIMUR-JAWA TIMUR,8
VE589616582022,TRONTON_WB,PTT,2022-01-20,JAWA TIMUR-JAWA TIMUR,6
VE593100992022,TRONTON_WB,DTT,2022-03-01,JAWA TIMUR-JAWA TIMUR,0
VE589494792022,CDD_BAK,BII,2022-01-19,JAWA TIMUR-JAWA TIMUR,0
VE591221272022,TRONTON_WB,DTT,2022-02-08,JAWA TIMUR-JAWA TIMUR,1
VE588634252022,TRONTON_WB,DTT,2022-01-10,JAWA TIMUR-JAWA TIMUR,0
VE588634212022,TRONTON_WB,DTT,2022-01-10,JAWA TIMUR-JAWA TIMUR,0
VE588192632022,TRONTON_WB,DTT,2022-01-04,JAWA TIMUR-JAWA TIMUR,1
VE591348312022,TRONTON_WB,DTT,2022-02-09,JAWA TIMUR-JAWA TIMUR,1
VE589400792022,TRONTON_WB,DTT,2022-01-18,JAWA TIMUR-JAWA TIMUR,0
VE590996042022,TRONTON_WB,DTT,2022-02-04,JAWA TIMUR-JAWA TIMUR,3
VE590996002022,TRONTON_WB,DTT,2022-02-04,JAWA TIMUR-JAWA TIMUR,3
VE592098712022,TRONTON_WB,DTT,2022-02-17,JAWA TIMUR-JAWA TIMUR,5
VE592252672022,TRONTON_WB,DTT,2022-02-18,JAWA TIMUR-JAWA TIMUR,3
VE591973912022,TRONTON_WB,DTT,2022-02-16,JAWA TIMUR-JAWA TIMUR,0
VE591507192022,TRONTON_WB,DTT,2022-02-10,JAWA TIMUR-JAWA TIMUR,4
VE596918582022,TRONTON_WB,DTT,2022-04-12,JAWA TIMUR-JAWA TIMUR,5
VE597012162022,TRONTON_WB,DTT,2022-04-13,JAWA TIMUR-JAWA TIMUR,5
VE596735752022,TRONTON_WB,DTT,2022-04-11,JAWA TIMUR-JAWA TIMUR,6
